,,0
BLR,9,3.7143445902007e-05
BLR,10,6.794856411794248e-07
BLR,11,0.043638659329883075
BLR,12,0.008288527256986502
BLR,13,0.0
BLR,14,0.00024822454106372
BRA,1,0.00017602645318706
BRA,2,0.00015467536764054
BRA,3,0.00011036958183561914
BRA,4,5.544219503344483e-06
BRA,5,0.00025163946963533996
BRA,6,6.02945320240642e-05
BRA,7,1.2205195799623666e-06
BRA,8,0.012368372663586879
BRA,9,2.2434518626544358e-05
BRA,10,3.9183197444588254e-05
BRA,11,0.10299257928209929
BRA,12,0.0033283950020023
BRA,13,0.0
BRA,14,9.31240273031458e-05
BRN,1,0.00090636860988824
BRN,2,3.739811525512383e-05
BRN,3,8.943796831245522e-06
BRN,4,0.0
BRN,5,0.00495154913511616
BRN,6,0.0
BRN,7,0.0
BRN,8,0.00632658643353576
BRN,9,0.0
BRN,10,0.0
BRN,11,0.0061192960436597
BRN,12,0.0005197436817705201
BRN,13,7.3349772536913945e-06
BRN,14,2.0155719838657692e-06
CAN,1,0.00012731054991138
CAN,2,0.00011711413379877301
CAN,3,1.5350275890583993e-05
CAN,4,3.1727712011948887e-06
CAN,5,0.0002662428203834
CAN,6,8.258757646985133e-05
CAN,7,3.4767365112249305e-06
CAN,8,0.018059838059565063
CAN,9,0.00011581376135168
CAN,10,5.009026646934953e-06
CAN,11,0.01474334345724714
CAN,12,0.00050386768207934
CAN,13,0.0
CAN,14,2.799194345815751e-05
CHE,1,4.0158587240326025e-05
CHE,2,2.3130308233972905e-06
CHE,3,2.2668415695650916e-06
CHE,4,1.4308845446593006e-07
CHE,5,2.9536774363575442e-05
CHE,6,4.632856302833417e-07
CHE,7,1.937825447029482e-08
CHE,8,0.01038335153398772
CHE,9,7.649595490618317e-07
CHE,10,0.0
CHE,11,0.012078855323720659
CHE,12,1.2520036094755418e-05
CHE,13,2.690603253275552e-07
CHE,14,1.9866565817874307e-05
CHL,1,0.00035259652710914
CHL,2,6.369769320847952e-06
CHL,3,3.252671857727378e-05
CHL,4,2.4019398216948035e-06
CHL,5,0.00012302437113410002
CHL,6,9.637621936942903e-05
CHL,7,9.019836130218694e-10
CHL,8,0.00127999468798524
CHL,9,0.00011205096122801736
CHL,10,9.155389099226204e-06
CHL,11,0.0111699760256984
CHL,12,0.00231167893819308
CHL,13,3.67012170167646e-09
CHL,14,0.00011296003377514001
CHN,1,9.404279787396451e-05
CHN,2,1.1887414401351084e-05
CHN,3,1.2833947976349872e-05
CHN,4,4.748301795389512e-06
CHN,5,0.00019909527075858002
CHN,6,3.813071520054256e-05
CHN,7,9.854136857085802e-07
CHN,8,0.021098780207266958
CHN,9,8.004934829517667e-05
CHN,10,3.778876321156511e-05
CHN,11,0.011422380799348179
CHN,12,0.00153483771812836
CHN,13,0.0001451488194693
CHN,14,0.00022242640134846001
CIV,1,0.00022065224777527998
CIV,2,2.6089248880902143e-06
CIV,3,2.4614832141421105e-06
CIV,4,1.900202433855312e-07
CIV,5,0.0003238125022649
CIV,6,5.279510485411825e-05
CIV,7,0.0
CIV,8,0.07515497176830632
CIV,9,0.0
CIV,10,0.0
CIV,11,0.0090920490267702
CIV,12,0.00354344630360058
CIV,13,0.0
CIV,14,0.00115208424632472
CMR,1,0.00010728631737973999
CMR,2,8.149514024195944e-07
CMR,3,4.798833476150936e-06
CMR,4,3.3331226146206204e-07
CMR,5,0.00032185722158036
CMR,6,0.0
CMR,7,0.0
CMR,8,0.11357990992807472
CMR,9,0.0
CMR,10,0.0
CMR,11,0.03530143036323082
CMR,12,0.00593272514196858
CMR,13,1.539021690115223e-06
CMR,14,0.0022518417335219
COL,1,5.544850608575913e-05
COL,2,1.3215997457238013e-05
COL,3,2.4012857678551142e-05
COL,4,1.1472404879341678e-07
COL,5,0.00027080718876690003
COL,6,1.2123330188360061e-05
COL,7,1.4124073796337293e-06
COL,8,0.017482707711840916
COL,9,5.813464076719075e-06
COL,10,2.396502663787788e-05
COL,11,0.05803958110546694
COL,12,0.0032636077250129
COL,13,4.3661963357810077e-05
COL,14,0.00013759296714207998
CRI,1,4.1168308699411576e-05
CRI,2,5.080060440288628e-07
CRI,3,2.0910191253000864e-05
CRI,4,5.795764763795299e-07
CRI,5,0.00051924425284954
CRI,6,3.4061154872609473e-07
CRI,7,3.4010339321416944e-09
CRI,8,0.000316687086055
CRI,9,0.0
CRI,10,0.0
CRI,11,0.021885442652830378
CRI,12,0.00146296438830216
CRI,13,7.111978455950048e-09
CRI,14,2.1213187429903895e-05
CYP,1,0.00010310464149056295
CYP,2,1.966702788420942e-06
CYP,3,1.3142477806097043e-05
CYP,4,2.432797951918225e-07
CYP,5,0.00033072161269867995
CYP,6,8.131026467852249e-08
CYP,7,0.0
CYP,8,0.0018580044609912197
CYP,9,0.0
CYP,10,0.0
CYP,11,0.01619306460919904
CYP,12,0.0013544268758000602
CYP,13,7.876721960696279e-07
CYP,14,1.9344539196214573e-05
CZE,1,0.00010809659361003957
CZE,2,9.945061866874542e-05
CZE,3,6.468580710755742e-06
CZE,4,8.529220316484443e-07
CZE,5,8.730316576447238e-05
CZE,6,1.6271137080329798e-05
CZE,7,5.51119724447399e-08
CZE,8,0.03559365374514142
CZE,9,1.0979584566516477e-05
CZE,10,1.5512461197934633e-05
CZE,11,0.015789167620669196
CZE,12,0.00102427592738686
CZE,13,3.8133805918079537e-07
CZE,14,0.00023507007843869996
DEU,1,9.338158164342385e-05
DEU,2,9.461349285488463e-06
DEU,3,3.7745730148609594e-06
DEU,4,4.862139439867498e-07
DEU,5,7.775817207735487e-05
DEU,6,1.9938381740779195e-06
DEU,7,1.0910126441825232e-07
DEU,8,0.02561601787662484
DEU,9,2.8529717114150282e-05
DEU,10,7.444850887487627e-06
DEU,11,0.02062085553485556
DEU,12,0.0001577366077416
DEU,13,4.695406734197812e-08
DEU,14,3.3510893341770075e-05
DNK,1,0.00051082730351102
DNK,2,1.909402913346091e-05
DNK,3,2.800086280015366e-06
DNK,4,2.0841011085963682e-07
DNK,5,4.267727687045429e-05
DNK,6,1.0478596099772883e-06
DNK,7,2.977434359621718e-07
DNK,8,0.00265766317875044
DNK,9,5.425498975424444e-10
DNK,10,0.0
DNK,11,0.01908348105088888
DNK,12,0.00033482746034722
DNK,13,1.43697695550758e-07
DNK,14,5.416857874848863e-05
EGY,1,0.00028682400222990005
EGY,2,2.930431125330045e-05
EGY,3,1.634562761359782e-05
EGY,4,3.225965887923674e-06
EGY,5,0.0013745926393853801
EGY,6,5.389378057397992e-06
EGY,7,0.0
EGY,8,0.01768730096774012
EGY,9,0.00010035990014826987
EGY,10,1.0419555471272575e-05
EGY,11,0.01384897891502732
EGY,12,0.0038761915544143605
EGY,13,4.415319394197266e-07
EGY,14,5.863038199047705e-05
ESP,1,6.722225504630883e-05
ESP,2,1.0424407973031872e-05
ESP,3,6.089339488367194e-06
ESP,4,3.144129711455828e-06
ESP,5,8.089707756221785e-05
ESP,6,0.00010299813392113086
ESP,7,2.1534146939474507e-07
ESP,8,0.007490952745731599
ESP,9,1.3024721000508101e-05
ESP,10,8.655347194049907e-06
ESP,11,0.01519105784532238
ESP,12,0.00051402890273308
ESP,13,3.7944490992763334e-06
ESP,14,2.8337384261385582e-05
EST,1,0.00060882718113388
EST,2,8.556009309995938e-06
EST,3,3.863759430696261e-06
EST,4,1.260301242931063e-07
EST,5,9.793336573090837e-05
EST,6,3.17050139168742e-06
EST,7,0.0
EST,8,0.004062349351101
EST,9,0.0
EST,10,0.0
EST,11,0.0152301067526256
EST,12,0.00268188900621066
EST,13,1.4400624331644832e-06
EST,14,0.0002889167051633
FIN,1,0.0004963663214802799
FIN,2,8.325361310689135e-06
FIN,3,4.261294992709348e-05
FIN,4,4.3780976723880773e-07
FIN,5,6.500413270905217e-05
FIN,6,1.400950587365862e-05
FIN,7,2.0972496320875857e-08
FIN,8,0.0015216156464039998
FIN,9,5.060064055811078e-05
FIN,10,3.8197209376877984e-05
FIN,11,0.007831197498752501
FIN,12,0.00062323285379926
FIN,13,1.667213000616529e-06
FIN,14,0.0001067072843131827
FRA,1,5.3508766969249216e-05
FRA,2,4.732772042868592e-06
FRA,3,3.6153934253310157e-06
FRA,4,1.5152642591283773e-06
FRA,5,5.172596897069882e-05
FRA,6,7.641474980467323e-06
FRA,7,8.23418993939289e-09
FRA,8,0.02040587848139236
FRA,9,1.2700801009820315e-05
FRA,10,9.351194246414486e-06
FRA,11,0.016815101581263224
FRA,12,0.00027662463757874
FRA,13,3.501228055823066e-07
FRA,14,4.690630208353338e-05
GBR,1,7.710402636138657e-05
GBR,2,2.677682242419567e-05
GBR,3,2.9091187303138e-06
GBR,4,5.762269362355792e-07
GBR,5,5.712567559336212e-05
GBR,6,1.2542387353388823e-05
GBR,7,0.0
GBR,8,0.00298861322806884
GBR,9,2.3155791963265707e-05
GBR,10,7.279951885030852e-06
GBR,11,0.027610690762420904
GBR,12,0.00012705422469378
GBR,13,7.552165523731904e-07
GBR,14,1.1877170366410449e-05
GRC,1,6.589114653606076e-05
GRC,2,7.869250756426181e-06
GRC,3,9.492235208294148e-06
GRC,4,1.6497179798022632e-06
GRC,5,0.00033213662705843997
GRC,6,1.0698743088597872e-05
GRC,7,3.115535089394689e-08
GRC,8,0.058730179618081434
GRC,9,1.352942604692199e-06
GRC,10,1.0167064113863649e-05
GRC,11,0.01061360918504026
GRC,12,0.0010569214822046598
GRC,13,2.6108013982934006e-06
GRC,14,5.491317094701949e-05
HKG,1,0.00010744170050830371
HKG,2,1.4737475405264304e-06
HKG,3,1.5766385692787303e-06
HKG,4,5.019757837630641e-09
HKG,5,7.203509290115893e-05
HKG,6,0.0
HKG,7,0.0
HKG,8,0.00291672173731936
HKG,9,0.0
HKG,10,0.0
HKG,11,0.0010415769838259
HKG,12,0.0004931466887637201
HKG,13,0.0
HKG,14,7.1783008429565e-07
HRV,1,8.431683976858216e-05
HRV,2,1.75818402351915e-05
HRV,3,6.329690706903617e-06
HRV,4,7.215184864831884e-07
HRV,5,0.00016551233752888
HRV,6,2.6691987340098066e-05
HRV,7,0.0
HRV,8,0.022831246238372023
HRV,9,3.299633396453423e-05
HRV,10,0.0
HRV,11,0.01696748665095774
HRV,12,0.00125074445202258
HRV,13,0.0
HRV,14,0.00029275919460972
HUN,1,0.00023262127591604
HUN,2,1.1142735170038757e-05
HUN,3,5.170040999251907e-06
HUN,4,1.3121759551378737e-08
HUN,5,8.165007178230275e-05
HUN,6,5.683784415369526e-06
HUN,7,4.288807083547549e-07
HUN,8,0.13146562436811374
HUN,9,2.109811373455904e-05
HUN,10,3.356702312270216e-07
HUN,11,0.01099475229841168
HUN,12,0.00117468437215666
HUN,13,3.6335695438402484e-07
HUN,14,0.00019334009354202
IDN,1,0.00014682629505941364
IDN,2,2.399010182094054e-05
IDN,3,2.74305322773776e-05
IDN,4,1.572751604181132e-06
IDN,5,0.0005650451842585
IDN,6,6.916262613020232e-05
IDN,7,0.0
IDN,8,0.06427586286914952
IDN,9,3.443282061216029e-05
IDN,10,6.037564234138747e-05
IDN,11,0.0259251275981712
IDN,12,0.00372750009826954
IDN,13,5.01732156630675e-07
IDN,14,0.00031073321851376003
IND,1,0.00024592789816246005
IND,2,6.8929846230206936e-06
IND,3,8.42984608223405e-05
IND,4,4.894010912710142e-06
IND,5,0.00032550569184288
IND,6,8.383629047112717e-05
IND,7,4.856407142202374e-07
IND,8,0.02965677037306394
IND,9,1.8812989475479364e-05
IND,10,3.4416304332151084e-05
IND,11,0.037244949196048316
IND,12,0.00330596650943742
IND,13,0.00026486386923894
IND,14,0.0007035102635929
IRL,1,9.584724920022817e-05
IRL,2,4.5009505683572405e-07
IRL,3,2.998254301470918e-06
IRL,4,1.1427762947412178e-08
IRL,5,7.40554528864078e-05
IRL,6,4.396574062210717e-05
IRL,7,1.2918366574205502e-07
IRL,8,0.024544007728237602
IRL,9,0.0
IRL,10,0.0
IRL,11,0.05574908450846128
IRL,12,0.00010249745762871234
IRL,13,0.0
IRL,14,3.9734599928533334e-05
ISL,1,1.1119437753956626e-07
ISL,2,0.0
ISL,3,5.911118369671346e-07
ISL,4,8.048083189753502e-08
ISL,5,0.0001557753005109
ISL,6,5.387662928170592e-06
ISL,7,1.6382931645000637e-08
ISL,8,0.0
ISL,9,0.0
ISL,10,5.844943876549065e-05
ISL,11,0.005907196472659459
ISL,12,0.00050226738066324
ISL,13,1.8003928599693874e-08
ISL,14,3.0930003598260142e-06
ISR,1,0.00014206978218323998
ISR,2,1.915629825456227e-06
ISR,3,1.5054319385093472e-06
ISR,4,1.397663502618706e-07
ISR,5,0.00015375600157628
ISR,6,0.0
ISR,7,0.0
ISR,8,0.0024232705889918
ISR,9,3.3254048753310022e-06
ISR,10,0.0
ISR,11,0.00598977055652724
ISR,12,0.00071476144058488
ISR,13,5.361093636121223e-06
ISR,14,4.1276096052413577e-07
ITA,1,8.868108413104616e-05
ITA,2,5.739203694405776e-06
ITA,3,1.829828709006577e-06
ITA,4,1.3662024476083463e-06
ITA,5,0.00012157863451577999
ITA,6,1.6477294262043123e-05
ITA,7,9.946217025399915e-08
ITA,8,0.0153451615987022
ITA,9,9.89641540309279e-06
ITA,10,2.3968680140314e-06
ITA,11,0.011748022418765519
ITA,12,0.0003073106575328
ITA,13,7.681070910357523e-08
ITA,14,5.6284926115445466e-05
JOR,1,0.00024087412169253997
JOR,2,4.26879340249328e-06
JOR,3,5.569977130294017e-06
JOR,4,1.1057753465368122e-07
JOR,5,0.00028710935165444
JOR,6,0.0
JOR,7,4.575665947239066e-07
JOR,8,0.00277274719355672
JOR,9,0.0
JOR,10,0.0
JOR,11,0.00867278719139122
JOR,12,0.00514457602383434
JOR,13,1.448860128878083e-05
JOR,14,2.237018678743475e-05
JPN,1,0.00011994332617821999
JPN,2,4.316860489405301e-06
JPN,3,5.007981160363012e-06
JPN,4,2.405751784287487e-06
JPN,5,8.862216946791063e-05
JPN,6,2.3100504941757957e-05
JPN,7,0.0
JPN,8,0.01943164966153378
JPN,9,1.762249844108778e-05
JPN,10,3.425716099112154e-05
JPN,11,0.014211282511413098
JPN,12,7.383925283355689e-05
JPN,13,5.547960006365987e-06
JPN,14,8.575841677602943e-06
KAZ,1,0.00012971518349440001
KAZ,2,5.115749230836181e-05
KAZ,3,2.8344033153704193e-05
KAZ,4,7.707281837343273e-07
KAZ,5,0.00010445109119239045
KAZ,6,2.1952540133500786e-06
KAZ,7,4.2876704102181926e-07
KAZ,8,0.012733190504841141
KAZ,9,9.483808168927824e-06
KAZ,10,6.533172923323067e-05
KAZ,11,0.027538011953746038
KAZ,12,0.00097072795244246
KAZ,13,1.2940840898726524e-08
KAZ,14,0.00046008577207392
KHM,1,0.00016098149111198
KHM,2,0.0
KHM,3,8.488629535039459e-05
KHM,4,3.2297083010737843e-06
KHM,5,0.00068506924246714
KHM,6,7.145062607415399e-05
KHM,7,1.1009870257099633e-06
KHM,8,0.15259972821558895
KHM,9,0.0
KHM,10,0.0
KHM,11,0.10853305329697424
KHM,12,0.0044797285408217005
KHM,13,1.4418860764792542e-05
KHM,14,0.00138580425405276
KOR,1,9.91056743148124e-05
KOR,2,4.782707435027711e-06
KOR,3,5.087613947870176e-06
KOR,4,1.3762385209633933e-06
KOR,5,0.0001478109708363
KOR,6,5.9210201942959405e-06
KOR,7,3.8567027348235235e-09
KOR,8,0.031157035462364542
KOR,9,3.4358606687695075e-05
KOR,10,1.8868636162902385e-05
KOR,11,0.012663757518753437
KOR,12,0.00040383247446332
KOR,13,1.7201036842287945e-06
KOR,14,1.6152311062121018e-05
LAO,1,8.569648746335538e-05
LAO,2,0.0
LAO,3,1.859647197101994e-05
LAO,4,1.1786621868702612e-06
LAO,5,0.00066728166341552
LAO,6,0.0
LAO,7,0.0
LAO,8,0.01040914522202388
LAO,9,0.0
LAO,10,0.0
LAO,11,0.08992438367697672
LAO,12,0.00258224372363566
LAO,13,0.0
LAO,14,0.0013020312728016202
LTU,1,0.00044279961269218005
LTU,2,6.457042750303044e-06
LTU,3,8.167458572286624e-06
LTU,4,2.5584420958964263e-08
LTU,5,7.233650883279715e-05
LTU,6,5.876788259793408e-06
LTU,7,5.818927162766483e-07
LTU,8,0.027592782997559302
LTU,9,4.6151711956936106e-05
LTU,10,0.0
LTU,11,0.019134783306870923
LTU,12,0.0012352946311208997
LTU,13,2.847629202995809e-07
LTU,14,0.00019293869714984
LUX,1,0.00011750441708536755
LUX,2,0.0
LUX,3,3.106472672516849e-06
LUX,4,1.645056192572593e-09
LUX,5,5.901382605193687e-05
LUX,6,3.7217177260638877e-07
LUX,7,0.0
LUX,8,0.00929354853287758
LUX,9,0.0
LUX,10,0.0
LUX,11,0.028914516337863183
LUX,12,1.4225464614518762e-05
LUX,13,0.0
LUX,14,1.1385792124766847e-05
LVA,1,0.00033412238877034004
LVA,2,5.088802164918002e-06
LVA,3,3.618892180798728e-05
LVA,4,1.6765128592720158e-08
LVA,5,8.810219946289616e-05
LVA,6,8.788342134146998e-06
LVA,7,0.0
LVA,8,0.018127340134369518
LVA,9,0.0
LVA,10,0.0
LVA,11,0.014350102227963863
LVA,12,0.00125792785876894
LVA,13,2.731563276723088e-07
LVA,14,0.00025938224697518
MAR,1,7.897563545259147e-05
MAR,2,1.1066777430920103e-05
MAR,3,5.596338814019186e-06
MAR,4,2.778066426863653e-07
MAR,5,0.00057801997256312
MAR,6,0.0
MAR,7,0.0
MAR,8,0.0013203503272691398
MAR,9,0.0
MAR,10,0.0
MAR,11,0.013489437606025462
MAR,12,0.009483849497260919
MAR,13,0.0
MAR,14,0.00018985329310064003
MEX,1,0.00027393458926662
MEX,2,4.87788406025045e-05
MEX,3,5.628694799176023e-06
MEX,4,2.7718772500848e-08
MEX,5,0.00028118365088628
MEX,6,8.249757700903255e-05
MEX,7,0.0
MEX,8,0.0070340858125886
MEX,9,3.521191342785981e-05
MEX,10,9.818945537952353e-06
MEX,11,0.04784010922535488
MEX,12,0.003828500643518
MEX,13,0.0
MEX,14,8.513229831061228e-05
MLT,1,1.7371077500622673e-05
MLT,2,0.0
MLT,3,4.2196168578642173e-07
MLT,4,1.9801363867181568e-08
MLT,5,0.00011908375091931024
MLT,6,1.7076191121945046e-05
MLT,7,0.0
MLT,8,8.789595787810255e-06
MLT,9,0.0
MLT,10,0.0
MLT,11,0.00427828592809658
MLT,12,0.00013585321785512
MLT,13,0.0
MLT,14,4.400240903072623e-06
MMR,1,0.00036572164129796
MMR,2,2.0245534147969247e-05
MMR,3,2.212089654783135e-05
MMR,4,2.0049835493130378e-06
MMR,5,0.0004084417028797801
MMR,6,1.5043289035916122e-05
MMR,7,0.0
MMR,8,0.0055503055212720994
MMR,9,0.00012351827895912
MMR,10,2.473795944967044e-05
MMR,11,0.0428464810953569
MMR,12,0.0041114447085694806
MMR,13,2.3822019556510118e-05
MMR,14,0.0023241069101231403
MYS,1,0.00020973040435030003
MYS,2,1.5733512938226927e-05
MYS,3,4.190592473325325e-06
MYS,4,1.7314939790357549e-06
MYS,5,0.0017841295086757798
MYS,6,2.0442645619982102e-07
MYS,7,0.0
MYS,8,0.00884846125362652
MYS,9,0.00018489969628374
MYS,10,2.6457738509184772e-05
MYS,11,0.00568107631767846
MYS,12,0.0017480960240125
MYS,13,0.0
MYS,14,2.5707250370185313e-06
NGA,1,0.00020161500963826
NGA,2,0.00017338114773600001
NGA,3,4.923780347800708e-05
NGA,4,2.424080303572859e-06
NGA,5,0.00107012792880172
NGA,6,0.0001815936741951
NGA,7,0.0
NGA,8,0.08210758657146089
NGA,9,8.592925641344481e-05
NGA,10,0.0
NGA,11,0.01598204616312328
NGA,12,0.003788761253354
NGA,13,5.38469137110872e-07
NGA,14,0.00360791753128526
NLD,1,0.00024090126638033998
NLD,2,1.0105951706887377e-05
NLD,3,1.8389620617655818e-06
NLD,4,1.6057001405815887e-08
NLD,5,6.869968988193451e-05
NLD,6,7.918298368372182e-06
NLD,7,6.351047372760557e-12
NLD,8,0.00471488515406386
NLD,9,4.5781888762866926e-05
NLD,10,1.3368058461771714e-05
NLD,11,0.012557945602551959
NLD,12,0.00023414163642002003
NLD,13,1.2983948628681152e-07
NLD,14,1.7754401921723113e-05
NOR,1,7.435299338349763e-05
NOR,2,9.133918635773076e-05
NOR,3,8.328572290971627e-06
NOR,4,1.4690367092491909e-06
NOR,5,6.292076885023763e-05
NOR,6,2.026266925507224e-05
NOR,7,0.0
NOR,8,0.0018252082345496397
NOR,9,0.00039494713104525997
NOR,10,8.420809640660608e-05
NOR,11,0.0057436523190540194
NOR,12,8.950832837265766e-05
NOR,13,3.605873882987993e-07
NOR,14,2.397189830095509e-05
NZL,1,5.932746391636204e-05
NZL,2,8.275629121493163e-06
NZL,3,8.238884839659779e-06
NZL,4,1.6133342566591708e-06
NZL,5,0.00045401521138542
NZL,6,4.301017317387622e-05
NZL,7,1.1356301547849503e-11
NZL,8,0.0073317396099476405
NZL,9,0.0013186488520274002
NZL,10,5.452603373192406e-06
NZL,11,0.04216703746928964
NZL,12,0.00100415990907442
NZL,13,0.0
NZL,14,1.742423761694035e-05
PAK,1,9.726120924322836e-05
PAK,2,3.8098595359774832e-06
PAK,3,6.782325746150114e-05
PAK,4,4.998351123683773e-07
PAK,5,0.0011598415316753999
PAK,6,0.0
PAK,7,4.251084089887593e-10
PAK,8,0.04277903621281926
PAK,9,0.0
PAK,10,8.583776285794217e-07
PAK,11,0.054875528340642375
PAK,12,0.00459902292602392
PAK,13,1.0392791053387027e-06
PAK,14,0.00132974900651904
PER,1,0.00013246081659158002
PER,2,1.7709222846691884e-05
PER,3,1.2768076637413706e-05
PER,4,2.5136548876820916e-06
PER,5,0.00020143528516226001
PER,6,1.799078638148104e-05
PER,7,0.0
PER,8,0.0028080530986161
PER,9,5.842524805991118e-08
PER,10,0.0
PER,11,0.02648732165901298
PER,12,0.00202790035199184
PER,13,3.949990873916387e-12
PER,14,0.0001800337957286
PHL,1,0.00011784597308835999
PHL,2,1.9880599222793995e-06
PHL,3,1.2699021989976642e-05
PHL,4,1.6488672781870438e-06
PHL,5,0.00036570462384922
PHL,6,5.13012049080616e-05
PHL,7,0.0
PHL,8,0.07737899034193793
PHL,9,8.642949225378166e-08
PHL,10,0.0
PHL,11,0.02957630233732878
PHL,12,0.0018177906318679001
PHL,13,0.0
PHL,14,0.00024676673074802
POL,1,0.0001311561342259
POL,2,1.4379510135033665e-05
POL,3,1.2333846672493199e-05
POL,4,2.1617622107276397e-07
POL,5,0.00014235186741404002
POL,6,9.676325607305236e-07
POL,7,5.977848437954059e-07
POL,8,0.04147162456993058
POL,9,1.191230885982781e-05
POL,10,1.0658772409202529e-05
POL,11,0.01878340923852034
POL,12,0.0009285024623909199
POL,13,2.3032303899394742e-08
POL,14,0.00038787345825858
PRT,1,9.708182222134989e-05
PRT,2,1.2232678768982943e-05
PRT,3,1.602953994888124e-05
PRT,4,6.296913850487469e-07
PRT,5,9.131291190708951e-05
PRT,6,4.15280866257142e-05
PRT,7,0.0
PRT,8,0.01477690436237484
PRT,9,1.6225631162237768e-05
PRT,10,0.0
PRT,11,0.018017084780806096
PRT,12,0.00070491089321526
PRT,13,2.0946942392264563e-07
PRT,14,5.513593252353396e-05
ROU,1,3.979621391993389e-05
ROU,2,1.076334797415534e-05
ROU,3,6.614935429152127e-06
ROU,4,9.79732349166458e-07
ROU,5,3.621033144717642e-05
ROU,6,1.5700137303956137e-05
ROU,7,2.1348780708104875e-09
ROU,8,0.033844402986367636
ROU,9,0.00032200925591134
ROU,10,1.446998845160853e-05
ROU,11,0.017202639782947598
ROU,12,0.00208167053364174
ROU,13,1.2769376615086369e-05
ROU,14,0.00023885848879343996
RUS,1,0.00018168946172947997
RUS,2,1.591623220715843e-05
RUS,3,2.5986670207317268e-05
RUS,4,5.605860581717862e-06
RUS,5,0.00025132804596794
RUS,6,3.4265776211203e-05
RUS,7,2.088599778769644e-05
RUS,8,0.03133664809927622
RUS,9,0.00022875621224271997
RUS,10,4.468900789666337e-05
RUS,11,0.02158374775496284
RUS,12,0.00472303750526858
RUS,13,1.4534409120152128e-06
RUS,14,6.473499227115352e-05
SAU,1,0.0005889110256587
SAU,2,1.6764775008649803e-05
SAU,3,1.3460890992364664e-05
SAU,4,1.1879603529418749e-06
SAU,5,0.0016186054864455
SAU,6,0.0
SAU,7,0.0
SAU,8,0.012705728330307961
SAU,9,0.0005834813862722601
SAU,10,4.059604047676903e-06
SAU,11,0.0057355401342813
SAU,12,0.0027660175816437
SAU,13,0.0
SAU,14,1.1793692555453703e-06
SEN,1,0.00025091951149614
SEN,2,1.2530326725934415e-06
SEN,3,2.0273960531930806e-05
SEN,4,2.869883032925769e-07
SEN,5,0.0005267237441714
SEN,6,0.00066644032440862
SEN,7,0.0
SEN,8,0.017116385844745723
SEN,9,0.0
